gid	n_mu	mid	sids	tf	ttype	impact	eff	de_BM
Zm00001d037984	>=3	mu1053747|mu1053747|mu1069660|mu1079840|mu1083862	UFMu-06860|UFMu-13186|UFMu-08716|UFMu-09364|UFMu-10376	FALSE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	10+
Zm00001d037992	2	mu1031478|mu1081576	UFMu-02701|UFMu-09656	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037993	>=3	mu1048877|mu1057229|mu1082539	UFMu-06492|UFMu-07274|UFMu-09482	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038002	2	mu1057230|mu1067943	UFMu-07645|UFMu-08584	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038005	>=3	mu1019692|mu1057231|mu1057232|mu1067944	UFMu-01157,UFMu-02620|UFMu-07613|UFMu-07613|UFMu-08287	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038006	>=3	mu1023460|mu1034460|mu1053748	UFMu-02280|UFMu-03634|UFMu-06894	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038007	>=3	mu1015547|mu1021478|mu1050886|mu1050886|mu1078007	UFMu-01865|UFMu-02630,UFMu-03507,UFMu-10897|UFMu-06405|UFMu-10187|UFMu-08901	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d038012	1	mu1079841	UFMu-09214	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038021	>=3	mu1042706|mu1050885|mu1060409	UFMu-04817|UFMu-05983|UFMu-08171	FALSE	mRNA	high	stop_gained	5-10
Zm00001d038022	>=3	mu1041490|mu1071286|mu1095122	UFMu-04309,UFMu-06970|UFMu-02510|UFMu-11332	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038027	>=3	mu1008666|mu1030903|mu1060410|mu1060411	UFMu-00095,UFMu-01801,UFMu-10994|UFMu-04264,UFMu-05620|UFMu-07903|UFMu-07903	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d038030	1	mu1092273	UFMu-13149	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038038	2	mu1045550|mu1083863	UFMu-05748|UFMu-10192	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038047	2	mu1069663|mu1083865	UFMu-08708|UFMu-10403	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d038054	1	mu1041491	UFMu-04712	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038056	1	mu1015550	UFMu-01702	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038057	1	mu1045551	UFMu-05692	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038058	2	mu1067947|mu1092275	UFMu-08618|UFMu-11939	FALSE	mRNA	non-syntenic	transcript_ablation	10+
Zm00001d038059	>=3	mu1045552|mu1072333|mu1086804|mu1086805|mu1095123	UFMu-05393|UFMu-01998|UFMu-10999|UFMu-10759|UFMu-13609	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038060	1	mu1041492	UFMu-04471	FALSE	mRNA	no_change	NA	1-5
Zm00001d038063	2	mu1041493|mu1050884	UFMu-04414|UFMu-06417,UFMu-07337	FALSE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	10+
Zm00001d038064	>=3	mu1019511|mu1035412|mu1078009	UFMu-00661,UFMu-06440|UFMu-03357|UFMu-09398	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d038065	1	mu1021167	UFMu-01712	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038071	2	mu1039252|mu1086806	UFMu-04212|UFMu-10992	FALSE	mRNA	non-syntenic	missense_variant	1-5
Zm00001d038072	2	mu1030608|mu1039253	UFMu-02724|UFMu-04205	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038073	>=3	mu1015553|mu1053750|mu1067948	UFMu-01097,UFMu-02169|UFMu-06545|UFMu-08571	FALSE	mRNA	non-syntenic	frameshift_variant	1-5
Zm00001d038074	>=3	mu1015553|mu1053750|mu1067948	UFMu-01097,UFMu-02169|UFMu-06545|UFMu-08571	FALSE	mRNA	non-syntenic	transcript_ablation	1-5
Zm00001d038076	2	mu1045554|mu1095125	UFMu-05832|UFMu-11977	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038080	>=3	mu1065228|mu1086807|mu1095126	UFMu-00948|UFMu-10782|UFMu-11306,UFMu-11796	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038082	1	mu1032863	UFMu-02663	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d038084	2	mu1041494|mu1085022	UFMu-04791|UFMu-10417	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038085	>=3	mu1011317|mu1011317|mu1057238|mu1078010	UFMu-00888,UFMu-02939,UFMu-03158,UFMu-05073|UFMu-12248,UFMu-14005|UFMu-07664|UFMu-09269	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038087	1	mu1095127	UFMu-11360	TRUE	mRNA	non-syntenic	frameshift_variant	5-10
Zm00001d038088	2	mu1079844|mu1086809	UFMu-09022|UFMu-10884	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d038089	>=3	mu1009259|mu1015555|mu1060417	UFMu-00441|UFMu-01430|UFMu-08182	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038091	>=3	mu1039256|mu1042704|mu1071287	UFMu-02861|UFMu-05113|UFMu-03017	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038092	2	mu1015556|mu1053754	UFMu-01231,UFMu-09797,UFMu-11004,UFMu-11690,UFMu-11734|UFMu-06651	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d038093	1	mu1033845	UFMu-03244	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038097	2	mu1039257|mu1087987	UFMu-03722,UFMu-13970|UFMu-10574	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d038104	>=3	mu1018918|mu1042703|mu1067949|mu1081578|mu1081579	UFMu-00679|UFMu-04970|UFMu-08568|UFMu-09464|UFMu-09415	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d038105	>=3	mu1002055|mu1008950|mu1057241|mu1073416|mu1081580	UFMu-00297|UFMu-00441|UFMu-07612|UFMu-03287|UFMu-09463	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038106	>=3	mu1039258|mu1053757|mu1075578|mu1081581|mu1092281	UFMu-03722|UFMu-07016|UFMu-05948|UFMu-09541|UFMu-12236	FALSE	mRNA	no_change	NA	5-10
Zm00001d038107	1	mu1048885	UFMu-06200	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d038108	2	mu1067950|mu1086810	UFMu-08769,UFMu-10005|UFMu-10782	FALSE	mRNA	no_change	NA	5-10
Zm00001d038114	>=3	mu1034654|mu1048887|mu1048887	UFMu-03499,UFMu-10257|UFMu-06474|UFMu-11018	FALSE	mRNA	no_change	NA	1-5
Zm00001d038121	>=3	mu1021572|mu1057242|mu1078014	UFMu-01173|UFMu-07617|UFMu-09080	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038122	>=3	mu1015559|mu1041496|mu1042702|mu1045556|mu1053759|mu1067952|mu1075579|mu1085023	UFMu-01251|UFMu-04737|UFMu-05142,UFMu-09995|UFMu-05400|UFMu-06870|UFMu-08497,UFMu-10759|UFMu-05728|UFMu-10402	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038123	1	mu1078015	UFMu-09139	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038125	>=3	mu1041497|mu1041497|mu1067954|mu1073417	UFMu-04497|UFMu-07027|UFMu-08514|UFMu-03287	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038128	>=3	mu1008332|mu1015560|mu1048888	UFMu-00239|UFMu-01129,UFMu-01251,UFMu-02860|UFMu-05984	FALSE	mRNA	non-syntenic	NA	1-5
Zm00001d038130	1	mu1034611	UFMu-03447	FALSE	mRNA	non-syntenic	stop_gained	1-5
Zm00001d038131	1	mu1067955	UFMu-08718	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038133	>=3	mu1015561|mu1015561|mu1015562|mu1053760|mu1060419|mu1060419|mu1067956|mu1085024|mu1092284	UFMu-03389|UFMu-08182|UFMu-01671,UFMu-05238|UFMu-06616|UFMu-08182|UFMu-13047|UFMu-08718|UFMu-10103|UFMu-11804	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038135	2	mu1029875|mu1083866	UFMu-02682,UFMu-03446|UFMu-10416	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d038136	>=3	mu1039262|mu1039263|mu1053761	UFMu-04160|UFMu-02975|UFMu-06683	FALSE	mRNA	modifier	3_prime_UTR_variant	1-5
Zm00001d038139	>=3	mu1030465|mu1060420|mu1086811	UFMu-02677|UFMu-08202|UFMu-11121	FALSE	mRNA	no_change	NA	0
Zm00001d038142	>=3	mu1009026|mu1022493|mu1022493|mu1039264|mu1083867|mu1092285	UFMu-00416,UFMu-00944,UFMu-05585|UFMu-01911|UFMu-04414|UFMu-04160|UFMu-10455|UFMu-13497	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038143	2	mu1017470|mu1018801	UFMu-00588,UFMu-00596|UFMu-01089	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d038146	>=3	mu1007893|mu1048890|mu1060421|mu1078016	UFMu-00166|UFMu-06511|UFMu-07942|UFMu-09139	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d038147	>=3	mu1015564|mu1015564|mu1034455|mu1034455|mu1034455|mu1072880	UFMu-00826,UFMu-01801,UFMu-02975,UFMu-03886,UFMu-04895|UFMu-11033|UFMu-03095|UFMu-07191|UFMu-11158|UFMu-03095	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d038149	>=3	mu1015565|mu1048891|mu1073419	UFMu-01760,UFMu-02556,UFMu-05713|UFMu-06033|UFMu-03447	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038152	1	mu1086814	UFMu-11006	FALSE	mRNA	non-syntenic	frameshift_variant	0
Zm00001d038155	1	mu1078018	UFMu-09081	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038156	1	mu1067958	UFMu-08743	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038158	>=3	mu1019679|mu1048893|mu1060422|mu1060422|mu1073420	UFMu-01002|UFMu-06500|UFMu-07802|UFMu-09463|UFMu-03396	FALSE	mRNA	no_change	NA	0
Zm00001d038161	2	mu1041498|mu1041498	UFMu-04237,UFMu-05581|UFMu-11033	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d038165	>=3	mu1015566|mu1057243|mu1067959|mu1095129	UFMu-01459|UFMu-07438|UFMu-08584|UFMu-11974	FALSE	mRNA	no_change	NA	10+
Zm00001d038166	>=3	mu1019881|mu1050208|mu1053762|mu1053762|mu1081585	UFMu-01009|UFMu-06492,UFMu-06857|UFMu-06571|UFMu-10186|UFMu-09425	FALSE	mRNA	no_change	NA	1-5
Zm00001d038167	1	mu1057244	UFMu-07266	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d038172	>=3	mu1039268|mu1060424|mu1078022	UFMu-03924|UFMu-07996|UFMu-09160	FALSE	mRNA	no_change	NA	1-5
Zm00001d038173	1	mu1095130	UFMu-13829	FALSE	mRNA	no_change	NA	5-10
Zm00001d038174	2	mu1002394|mu1041499	UFMu-00357|UFMu-04336,UFMu-04827	FALSE	mRNA	no_change	NA	5-10
Zm00001d038189	>=3	mu1018209|mu1030194|mu1030194|mu1042700|mu1045558|mu1071289	UFMu-01054|UFMu-02943|UFMu-11332|UFMu-04988|UFMu-05707|UFMu-03034	TRUE	mRNA	moderate	missense_variant	5-10
Zm00001d038190	2	mu1033707|mu1042699	UFMu-03297|UFMu-05325	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038193	1	mu1050881	UFMu-06007	FALSE	mRNA	low	splice_region_variant	5-10
Zm00001d038194	1	mu1042698	UFMu-04992	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038195	1	mu1081587	UFMu-09821	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038196	1	mu1018919	UFMu-01179	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d038198	>=3	mu1023893|mu1023893|mu1072567|mu1094419	UFMu-03522,UFMu-06545|UFMu-10878,UFMu-11254|UFMu-03313,UFMu-11308|UFMu-12628	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d038204	>=3	mu1019950|mu1030158|mu1033918|mu1035875|mu1042697|mu1048896	UFMu-01110|UFMu-02672|UFMu-03295|UFMu-03144|UFMu-05113|UFMu-06474	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d038205	2	mu1032092|mu1048897	UFMu-02745|UFMu-06504	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d038208	1	mu1024244	UFMu-04904	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d038209	>=3	mu1041500|mu1041500|mu1048898|mu1048898|mu1092290	UFMu-04543,UFMu-09430|UFMu-07172|UFMu-06473|UFMu-11306|UFMu-11766	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d038213	2	mu1037718|mu1052153	UFMu-04161,UFMu-09508,UFMu-12271|UFMu-06712	FALSE	mRNA	non-syntenic	NA	0
Zm00001d038217	>=3	mu1067962|mu1082541|mu1083868	UFMu-08587|UFMu-09469,UFMu-11253|UFMu-10065	FALSE	mRNA	high	stop_gained	10+
Zm00001d038218	1	mu1095131	UFMu-12780	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d038221	1	mu1035773	UFMu-03287	TRUE	mRNA	moderate	conservative_inframe_deletion	1-5
Zm00001d038222	>=3	mu1039271|mu1048900|mu1053767|mu1060425	UFMu-04177|UFMu-06522|UFMu-06668|UFMu-08230	FALSE	mRNA	high	splice_acceptor_variant	5-10
Zm00001d038223	>=3	mu1017512|mu1033437|mu1033437|mu1081588	UFMu-00876|UFMu-03508|UFMu-07431|UFMu-09554	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038224	1	mu1060426	UFMu-07889	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038229	1	mu1092292	UFMu-11276	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d038240	1	mu1033568	UFMu-03294	FALSE	mRNA	high	stop_lost	10+
Zm00001d038248	>=3	mu1028080|mu1028080|mu1039272|mu1039272	UFMu-07293|UFMu-09568|UFMu-04186|UFMu-07255	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038249	1	mu1086815	UFMu-10673	FALSE	mRNA	no_change	NA	0
Zm00001d038251	2	mu1015569|mu1015570	UFMu-02112|UFMu-01237	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d038252	1	mu1067963	UFMu-08319	FALSE	mRNA	high	exon_loss_variant	5-10
Zm00001d038257	1	mu1022041	UFMu-01816	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d038258	>=3	mu1022607|mu1029155|mu1057246	UFMu-01980|UFMu-02888|UFMu-07279	FALSE	mRNA	no_change	NA	1-5
Zm00001d038262	>=3	mu1039273|mu1045561|mu1083870	UFMu-03258|UFMu-05725|UFMu-10197,UFMu-12025	FALSE	mRNA	moderate	disruptive_inframe_deletion	10+
Zm00001d038266	>=3	mu1019874|mu1034556|mu1045562|mu1057247|mu1069665|mu1095133	UFMu-00710|UFMu-03244|UFMu-05707|UFMu-06330,UFMu-07355|UFMu-08561|UFMu-11303	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038268	1	mu1018504	UFMu-01020	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038269	>=3	mu1011749|mu1039275|mu1041502|mu1042694|mu1045563|mu1082542	UFMu-01783,UFMu-05720|UFMu-02611|UFMu-04548|UFMu-05287|UFMu-05698|UFMu-09421	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d038271	2	mu1067964|mu1078024	UFMu-08615|UFMu-08873,UFMu-10539	FALSE	mRNA	modifier	3_prime_UTR_variant	0
Zm00001d038272	2	mu1023610|mu1039276	UFMu-03667|UFMu-03417	FALSE	mRNA	no_change	NA	5-10
Zm00001d038274	>=3	mu1040120|mu1045564|mu1060430|mu1060430|mu1060430	UFMu-02830,UFMu-03359,UFMu-04931|UFMu-05547|UFMu-07804|UFMu-09421|UFMu-12156	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038290	>=3	mu1015575|mu1067967|mu1092296	UFMu-01972|UFMu-08754|UFMu-13208	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d038291	1	mu1095134	UFMu-11313	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038292	1	mu1048904	UFMu-06432	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038301	2	mu1069666|mu1073422	UFMu-08298|UFMu-03264	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038302	1	mu1086816	UFMu-11121	FALSE	mRNA	non-syntenic	start_lost	5-10
Zm00001d038304	>=3	mu1017591|mu1029284|mu1042691|mu1092297	UFMu-00821|UFMu-02901|UFMu-04991|UFMu-11263	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d038310	>=3	mu1017580|mu1019317|mu1019452|mu1021579|mu1067969|mu1079845|mu1083871|mu1092298|mu1092299	UFMu-00650|UFMu-00800|UFMu-00821|UFMu-01480|UFMu-08717|UFMu-09244|UFMu-10001|UFMu-11336|UFMu-11336	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038311	>=3	mu1007257|mu1048906|mu1053771|mu1060431|mu1060432|mu1083873|mu1092300|mu1095135	UFMu-00085,UFMu-07101,UFMu-07175|UFMu-06505|UFMu-06686|UFMu-08038|UFMu-07985|UFMu-10376|UFMu-11296|UFMu-12141	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d038312	1	mu1033284	UFMu-02900	FALSE	mRNA	moderate	conservative_inframe_deletion	5-10
Zm00001d038318	1	mu1074024	UFMu-04306	FALSE	mRNA	high	start_lost	1-5
Zm00001d038319	2	mu1015577|mu1073423	UFMu-02170|UFMu-03295	FALSE	mRNA	low	splice_region_variant	10+
Zm00001d038321	1	mu1081589	UFMu-09978	FALSE	mRNA	moderate	conservative_inframe_insertion	5-10
Zm00001d038327	2	mu1086818|mu1092302	UFMu-10652|UFMu-11784	FALSE	mRNA	non-syntenic	splice_donor_variant	10+
Zm00001d038329	2	mu1057252|mu1060434	UFMu-07577|UFMu-08237,UFMu-10927	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038330	>=3	mu1009902|mu1015578|mu1048907|mu1069667	UFMu-00056|UFMu-02602,UFMu-03102|UFMu-06448|UFMu-08339	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d038332	>=3	mu1030399|mu1030399|mu1039280|mu1048908|mu1049455|mu1069668|mu1095349	UFMu-02866|UFMu-11726|UFMu-04207|UFMu-06477|UFMu-06526|UFMu-08586|UFMu-11358	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d038333	2	mu1035259|mu1042689	UFMu-03479|UFMu-05008	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038336	2	mu1039281|mu1078028	UFMu-03310|UFMu-09264	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d038337	>=3	mu1020115|mu1034266|mu1053774|mu1085025	UFMu-00679|UFMu-03203|UFMu-06628|UFMu-10379	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038342	>=3	mu1015580|mu1045565|mu1057254|mu1079848	UFMu-01807,UFMu-06118|UFMu-05400|UFMu-07273|UFMu-08930	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d038343	>=3	mu1031549|mu1060437|mu1069670	UFMu-02634,UFMu-08247|UFMu-08070|UFMu-08692	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d038346	2	mu1053775|mu1085026	UFMu-06757|UFMu-10387	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038348	>=3	mu1008536|mu1029964|mu1053776	UFMu-00206|UFMu-02836,UFMu-03452|UFMu-06863	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038351	1	mu1092304	UFMu-13589	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d038355	>=3	mu1053777|mu1053778|mu1060438|mu1067972|mu1092306	UFMu-06545|UFMu-06545|UFMu-08160|UFMu-08596|UFMu-13099	TRUE	mRNA	moderate	disruptive_inframe_insertion	10+
Zm00001d038357	>=3	mu1039284|mu1048910|mu1086821	UFMu-04161|UFMu-06522|UFMu-11084	TRUE	mRNA	moderate	disruptive_inframe_insertion	5-10
Zm00001d038358	2	mu1025689|mu1079849	UFMu-09319|UFMu-09187	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038359	1	mu1069671	UFMu-08489	FALSE	mRNA	high	start_lost	0
Zm00001d038361	1	mu1015585	UFMu-01869	FALSE	mRNA	non-syntenic	frameshift_variant	10+
Zm00001d038365	>=3	mu1035194|mu1057257|mu1057258|mu1092308|mu1092309	UFMu-03290|UFMu-07648|UFMu-07648|UFMu-11243|UFMu-11967	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d038367	>=3	mu1015586|mu1042688|mu1067974|mu1087991	UFMu-01969,UFMu-03708,UFMu-06531,UFMu-11975|UFMu-05008|UFMu-08343,UFMu-09717|UFMu-10694	FALSE	mRNA	non-syntenic	missense_variant	5-10
Zm00001d038368	>=3	mu1031261|mu1048911|mu1057259|mu1081592	UFMu-02559|UFMu-06512|UFMu-07632|UFMu-09431	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d038373	1	mu1074025	UFMu-04318	FALSE	mRNA	high	stop_gained	5-10
Zm00001d038374	1	mu1035449	UFMu-03302	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d038377	1	mu1029465	UFMu-02461	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d038378	1	mu1031710	UFMu-03039,UFMu-10826	FALSE	mRNA	high	start_lost	10+
Zm00001d038379	1	mu1029691	UFMu-02873	TRUE	mRNA	moderate	missense_variant	0
Zm00001d038380	1	mu1009550	UFMu-00416	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038381	>=3	mu1035055|mu1039285|mu1072885|mu1078033|mu1079851	UFMu-03514|UFMu-03598|UFMu-03598|UFMu-09196|UFMu-09021	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d038388	>=3	mu1030475|mu1057261|mu1060439	UFMu-02867|UFMu-07288|UFMu-08184	FALSE	mRNA	moderate	conservative_inframe_insertion	1-5
Zm00001d038389	1	mu1085027	UFMu-10308	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d038392	>=3	mu1011741|mu1028534|mu1041509|mu1060443	UFMu-01173,UFMu-03538,UFMu-06469|UFMu-00649|UFMu-04413|UFMu-07811	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d038393	2	mu1050439|mu1050879	UFMu-06364|UFMu-06527	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d038396	1	mu1041510	UFMu-04654	FALSE	mRNA	high	splice_acceptor_variant	0
Zm00001d038397	>=3	mu1007288|mu1029047|mu1029047	UFMu-00212|UFMu-02608|UFMu-10971	TRUE	mRNA	non-syntenic	stop_lost	5-10
Zm00001d038407	2	mu1041512|mu1053784	UFMu-04704|UFMu-06719	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d038409	>=3	mu1024973|mu1034920|mu1039289|mu1042685|mu1065222|mu1078034	UFMu-04513|UFMu-03258|UFMu-04195|UFMu-05214|UFMu-00749|UFMu-09172	FALSE	mRNA	high	stop_gained	10+
Zm00001d038412	1	mu1015589	UFMu-02145	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038414	1	mu1020010	UFMu-01180	FALSE	mRNA	non-syntenic	start_lost	0
Zm00001d038418	1	mu1020190	UFMu-01180	FALSE	mRNA	no_change	NA	5-10
Zm00001d038424	1	mu1020010	UFMu-01180	FALSE	mRNA	moderate	disruptive_inframe_deletion	0
Zm00001d038431	>=3	mu1015590|mu1060935|mu1092314	UFMu-02410|UFMu-08197|UFMu-11268	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038432	1	mu1017993	UFMu-00590	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038437	1	mu1045566	UFMu-05569	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038440	>=3	mu1034219|mu1045567|mu1069674	UFMu-03500|UFMu-05882|UFMu-08367	FALSE	mRNA	modifier	5_prime_UTR_variant	0
Zm00001d038447	2	mu1039292|mu1047090	UFMu-03655|UFMu-06523	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038448	>=3	mu1053787|mu1065221|mu1067980|mu1073426	UFMu-07019|UFMu-00873,UFMu-02474,UFMu-03163,UFMu-03700,UFMu-04799,UFMu-05472,UFMu-08648|UFMu-08589|UFMu-03625	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038449	2	mu1050207|mu1095139	UFMu-06420|UFMu-13045	FALSE	mRNA	high	stop_lost	5-10
Zm00001d038451	1	mu1061063	UFMu-08215	TRUE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d038452	>=3	mu1015593|mu1050878|mu1071940|mu1095140	UFMu-01445|UFMu-06466,UFMu-06535,UFMu-13759|UFMu-01844|UFMu-11294	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d038453	>=3	mu1019419|mu1045568|mu1060448	UFMu-00657|UFMu-05595|UFMu-08172	FALSE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	5-10
Zm00001d038456	1	mu1040745	UFMu-04548	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d038459	>=3	mu1015593|mu1092318|mu1092319	UFMu-01445|UFMu-11294|UFMu-11294	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038460	1	mu1081598	UFMu-09853	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d038467	1	mu1073427	UFMu-03264	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d038469	2	mu1078036|mu1078037	UFMu-09398|UFMu-09141	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038471	2	mu1039294|mu1039294	UFMu-03653|UFMu-12983,UFMu-13493	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d038475	1	mu1007125	UFMu-00469,UFMu-06782	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d038478	1	mu1042682	UFMu-04869	FALSE	mRNA	moderate	missense_variant	0
Zm00001d038481	2	mu1036019|mu1057265	UFMu-03532|UFMu-07612	FALSE	mRNA	no_change	NA	5-10
Zm00001d038483	2	mu1081599|mu1092320	UFMu-09504|UFMu-11794	FALSE	mRNA	no_change	NA	5-10
Zm00001d038487	1	mu1053790	UFMu-06650	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d038489	1	mu1039296	UFMu-04120	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d038491	1	mu1039297	UFMu-04147	FALSE	mRNA	no_change	NA	5-10
Zm00001d038494	1	mu1067982	UFMu-08298	FALSE	mRNA	no_change	NA	5-10
Zm00001d038504	>=3	mu1015596|mu1045569|mu1071942	UFMu-03100,UFMu-05046,UFMu-05411,UFMu-09457|UFMu-05411|UFMu-02072,UFMu-02829,UFMu-03100,UFMu-03782,UFMu-04422,UFMu-08705,UFMu-09457	TRUE	mRNA	non-syntenic	NA	5-10
Zm00001d038508	>=3	mu1039299|mu1057269|mu1074854|mu1095143	UFMu-04177|UFMu-07177|UFMu-03653|UFMu-14014	FALSE	mRNA	moderate	missense_variant	5-10
